NUMERO,corredor,PRIMERA,CALL13,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,sector,seguridad_empeoro,fue_victima,indice_satisfaccion,obras_iniciadas
1715,2,13.0,,26/11/2024 12:20:30 p. m.,2,1,1.0,1.0,,0,0,100,0,0,3,5,5,3,4,4,1,5,2,4,5,4,5.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,5,1,2,65,3,13,Primera Línea Metro,Micro,1,Comercio,0,0,3.75,1
1716,2,13.0,,26/11/2024 12:26:10 p. m.,2,2,2.0,1.0,,0,0,100,0,0,4,4,4,3,4,3,4,2,3,4,3,4,5.0,5,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,55,3,13,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.5,1
1717,2,6.0,,26/11/2024 11:49:46 a. m.,3,2,6.0,4.0,2.0,30,20,50,0,0,3,1,3,5,3,3,3,3,2,4,3,4,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,2,2,36,4,6,Primera Línea Metro,Pequeña,1,Servicio,0,0,3.0833333333333335,1
1718,2,6.0,,26/11/2024 12:44:54 p. m.,2,1,2.0,1.0,1.0,20,40,0,0,40,5,3,3,1,1,3,4,4,1,4,4,3,5.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,1,1,1,27,5,6,Primera Línea Metro,Micro,1,Comercio,0,0,3.0,1
1719,2,6.0,,26/11/2024 1:10:45 p. m.,2,1,1.0,1.0,,0,0,50,50,0,1,1,3,1,3,3,1,1,4,1,1,3,4.0,4,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,2,2,26,3,6,Primera Línea Metro,Micro,1,Comercio,0,1,1.9166666666666667,1
1720,2,6.0,,26/11/2024 1:40:25 p. m.,2,4,8.0,2.0,3.0,20,20,20,20,20,1,1,2,5,2,3,3,1,1,1,3,3,4.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,2,1,32,4,6,Primera Línea Metro,Grande,0,Comercio,0,0,2.1666666666666665,1
1721,2,13.0,,26/11/2024 2:13:22 p. m.,2,1,4.0,3.0,3.0,0,0,100,0,0,1,5,5,5,1,2,1,1,5,5,5,5,5.0,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,5,2,29,3,13,Primera Línea Metro,Micro,1,Comercio,0,0,3.4166666666666665,1
1722,2,13.0,,26/11/2024 2:19:47 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,1,3,2,3,3,1,2,3,3,3,5.0,3,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,2,26,3,13,Primera Línea Metro,Micro,1,Servicio,0,0,2.1666666666666665,1
1723,2,6.0,,26/11/2024 2:00:10 p. m.,3,1,1.0,,,100,0,0,0,0,3,3,2,4,3,3,3,4,1,4,3,3,4.0,2,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,5,3,1,60,2,6,Primera Línea Metro,Micro,1,Servicio,0,1,3.0,1
1724,2,13.0,,26/11/2024 2:37:23 p. m.,2,1,2.0,,,50,0,50,0,0,1,2,2,2,1,4,2,1,1,4,3,4,,5,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,5,1,1,1,29,3,13,Primera Línea Metro,Micro,1,Comercio,0,0,2.25,1
1725,2,13.0,,26/11/2024 2:41:22 p. m.,2,2,1.0,,,0,0,0,0,100,3,2,3,2,3,3,3,1,3,4,3,3,4.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,36,5,13,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.75,1
1726,2,6.0,,26/11/2024 1:34:11 p. m.,2,1,1.0,2.0,,50,0,50,0,0,1,1,4,2,1,3,4,1,4,1,1,4,4.0,5,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,2,25,5,6,Primera Línea Metro,Micro,1,Comercio,0,1,2.25,1
1727,2,13.0,,26/11/2024 3:01:30 p. m.,2,1,1.0,,,0,0,100,0,0,2,3,4,4,4,3,2,1,3,3,4,3,,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,5,5,1,32,3,13,Primera Línea Metro,Micro,1,Comercio,0,0,3.0,1
1728,2,6.0,,26/11/2024 3:04:05 p. m.,2,2,2.0,,1.0,100,0,0,0,0,1,1,1,1,1,1,2,1,1,3,1,1,,5,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,5,4,5,1,49,3,6,Primera Línea Metro,Pequeña,1,Comercio,0,1,1.25,1
1729,2,13.0,,26/11/2024 3:11:00 p. m.,2,3,2.0,2.0,1.0,50,0,50,0,0,5,4,5,4,5,5,5,3,2,5,3,4,3.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,1,2,19,4,13,Primera Línea Metro,Mediana,1,Comercio,0,0,4.166666666666667,1
1730,2,13.0,,26/11/2024 3:26:35 p. m.,2,1,2.0,1.0,1.0,0,0,100,0,0,1,3,3,2,3,2,1,1,3,2,3,4,,1,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,1,1,2,23,3,13,Primera Línea Metro,Micro,1,Comercio,0,0,2.3333333333333335,1
1731,2,6.0,,26/11/2024 3:20:13 p. m.,2,1,4.0,3.0,2.0,0,0,100,0,0,1,1,2,4,1,3,3,1,3,2,3,3,4.0,5,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,4,5,1,57,4,6,Primera Línea Metro,Micro,1,Comercio,0,0,2.25,1
1732,2,13.0,,26/11/2024 3:31:42 p. m.,3,1,1.0,,,0,0,100,0,0,3,1,5,5,1,5,5,1,5,5,5,5,5.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,5,5,1,55,5,13,Primera Línea Metro,Micro,1,Servicio,0,0,3.8333333333333335,1
1733,2,6.0,,26/11/2024 3:28:38 p. m.,2,1,3.0,1.0,,50,0,50,0,0,3,2,4,5,2,1,4,3,3,5,2,3,4.0,4,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,2,1,35,2,6,Primera Línea Metro,Micro,1,Comercio,1,0,3.0833333333333335,1
1734,2,6.0,,26/11/2024 4:19:05 p. m.,3,2,6.0,4.0,1.0,20,20,0,20,40,2,1,3,3,2,3,4,4,1,3,2,3,4.0,5,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,1,2,33,4,6,Primera Línea Metro,Pequeña,1,Servicio,1,1,2.5833333333333335,1
1735,2,14.0,,27/11/2024 10:54:55 a. m.,3,1,1.0,,,0,0,100,0,0,3,2,5,5,3,5,5,1,3,3,3,5,5.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,33,4,14,Primera Línea Metro,Micro,1,Servicio,1,0,3.5833333333333335,0
1736,2,14.0,,27/11/2024 10:42:40 a. m.,2,3,6.0,3.0,1.0,0,10,90,0,0,3,1,3,5,3,5,5,1,1,3,4,2,,5,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,36,3,14,Primera Línea Metro,Mediana,1,Comercio,1,0,3.0,0
1737,2,14.0,,27/11/2024 11:26:39 a. m.,3,4,,,,0,0,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5.0,1,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,1,1,2,19,4,14,Primera Línea Metro,Grande,0,Servicio,0,0,5.0,0
1738,2,14.0,,27/11/2024 11:24:23 a. m.,2,3,5.0,3.0,,0,0,100,0,0,3,2,2,3,3,3,2,1,3,3,3,3,,4,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5,1,1,1,28,5,14,Primera Línea Metro,Mediana,1,Comercio,1,0,2.5833333333333335,0
1739,2,14.0,,27/11/2024 11:47:19 a. m.,3,4,1.0,,,0,0,100,0,0,5,3,3,3,5,5,3,5,5,5,5,5,5.0,2,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,5,1,1,1,50,3,14,Primera Línea Metro,Grande,0,Servicio,0,0,4.333333333333333,0
1740,2,14.0,,27/11/2024 11:49:55 a. m.,3,3,13.0,12.0,1.0,20,0,50,20,10,1,2,3,3,3,2,2,2,3,2,3,3,,5,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4,4,2,28,5,14,Primera Línea Metro,Mediana,1,Servicio,0,1,2.4166666666666665,0
1741,2,14.0,,27/11/2024 12:16:20 p. m.,3,1,,,,0,0,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,1.0,3,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,5,2,24,5,14,Primera Línea Metro,Micro,1,Servicio,1,1,5.0,0
1742,2,14.0,,27/11/2024 12:15:01 p. m.,2,2,1.0,1.0,,0,0,100,0,0,3,3,3,4,3,3,3,3,3,3,3,3,,5,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,3,3,2,42,3,14,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.0833333333333335,0
1743,2,14.0,,27/11/2024 12:31:16 p. m.,3,1,2.0,,,0,50,0,50,0,2,3,3,3,3,3,2,1,5,5,3,3,3.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,5,5,1,34,4,14,Primera Línea Metro,Micro,1,Servicio,0,0,3.0,0
1744,2,14.0,,27/11/2024 12:41:48 p. m.,2,1,1.0,1.0,,0,0,100,0,0,2,1,2,3,2,1,4,1,1,1,1,2,,5,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,36,5,14,Primera Línea Metro,Micro,1,Comercio,1,0,1.75,0
1745,2,14.0,,27/11/2024 1:44:09 p. m.,2,3,6.0,4.0,2.0,0,0,100,0,0,2,2,2,4,4,3,3,5,3,4,3,4,5.0,4,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,25,4,14,Primera Línea Metro,Mediana,1,Comercio,0,0,3.25,0
1746,2,14.0,,27/11/2024 2:05:34 p. m.,3,3,3.0,2.0,,0,0,100,0,0,1,1,5,5,3,2,1,1,2,2,1,5,5.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,5,1,50,3,14,Primera Línea Metro,Mediana,1,Servicio,0,0,2.4166666666666665,0
1747,2,14.0,,27/11/2024 2:06:05 p. m.,2,3,4.0,2.0,2.0,10,0,90,0,0,4,3,3,4,4,3,2,1,3,4,3,5,,5,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2,33,4,14,Primera Línea Metro,Mediana,1,Comercio,0,0,3.25,0
1748,2,14.0,,27/11/2024 2:38:39 p. m.,2,1,2.0,1.0,,100,0,0,0,0,1,5,3,4,3,3,3,3,3,3,2,3,,2,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,5,2,53,3,14,Primera Línea Metro,Micro,1,Comercio,0,0,3.0,0
1749,2,14.0,,27/11/2024 2:44:28 p. m.,2,3,7.0,5.0,1.0,0,0,100,0,0,5,5,5,5,5,5,5,1,1,5,5,4,3.0,5,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5,1,5,2,30,3,14,Primera Línea Metro,Mediana,1,Comercio,0,0,4.25,0
1750,2,14.0,,27/11/2024 2:59:52 p. m.,3,1,2.0,,,50,0,0,0,50,4,3,5,4,1,4,4,1,2,3,2,4,,3,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,33,3,14,Primera Línea Metro,Micro,1,Servicio,0,0,3.0833333333333335,0
1751,2,14.0,,27/11/2024 3:04:32 p. m.,2,1,1.0,,,100,0,0,0,0,3,5,5,5,3,4,5,4,5,2,5,5,1.0,1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,5,1,36,5,14,Primera Línea Metro,Micro,1,Comercio,0,0,4.25,0
1752,2,14.0,,27/11/2024 3:19:36 p. m.,2,2,1.0,2.0,,0,0,100,0,0,1,1,2,1,3,1,1,1,3,3,1,3,,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,5,2,50,5,14,Primera Línea Metro,Pequeña,1,Comercio,1,1,1.75,0
1753,2,14.0,,27/11/2024 3:26:14 p. m.,3,3,1.0,1.0,1.0,0,0,0,100,0,5,5,5,5,5,5,5,5,5,5,5,5,5.0,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,1,1,2,24,3,14,Primera Línea Metro,Mediana,1,Servicio,0,0,5.0,0
1754,2,14.0,,27/11/2024 3:45:24 p. m.,3,2,6.0,2.0,,10,40,50,0,0,4,3,4,3,4,3,4,2,2,4,3,4,,5,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,30,5,14,Primera Línea Metro,Pequeña,1,Servicio,0,0,3.3333333333333335,0
1755,2,14.0,,27/11/2024 3:53:08 p. m.,3,1,2.0,1.0,,0,0,100,0,0,3,2,1,3,3,2,1,3,3,4,3,3,5.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,1,5,1,35,6,14,Primera Línea Metro,Micro,1,Servicio,0,0,2.5833333333333335,0
1756,2,14.0,,27/11/2024 4:06:27 p. m.,2,3,10.0,5.0,1.0,0,0,100,0,0,1,3,2,3,3,2,3,3,3,3,3,3,,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,4,4,2,52,4,14,Primera Línea Metro,Mediana,1,Comercio,1,0,2.6666666666666665,0
1757,2,14.0,,27/11/2024 4:18:22 p. m.,2,3,4.0,4.0,,0,0,100,0,0,1,1,1,1,1,3,1,3,3,4,1,3,1.0,3,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,5,2,56,3,14,Primera Línea Metro,Mediana,1,Comercio,1,0,1.9166666666666667,0
1758,2,14.0,,27/11/2024 4:37:57 p. m.,2,3,10.0,5.0,,100,0,0,0,0,3,2,1,1,3,1,3,1,1,1,3,3,4.0,5,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,24,4,14,Primera Línea Metro,Mediana,1,Comercio,0,0,1.9166666666666667,0
1759,2,14.0,,27/11/2024 4:39:04 p. m.,2,3,4.0,2.0,3.0,0,0,100,0,0,1,1,1,1,1,2,2,1,2,1,2,5,5.0,4,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,23,3,14,Primera Línea Metro,Mediana,1,Comercio,0,0,1.6666666666666667,0
1760,2,14.0,,27/11/2024 4:53:36 p. m.,3,1,1.0,,,100,0,0,0,0,2,4,4,4,4,2,4,2,3,3,4,3,,3,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,65,4,14,Primera Línea Metro,Micro,1,Servicio,0,0,3.25,0
1761,2,14.0,,27/11/2024 4:58:00 p. m.,2,2,1.0,1.0,,0,0,0,50,50,1,1,1,1,3,1,1,1,1,3,1,2,5.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5,5,5,2,58,5,14,Primera Línea Metro,Pequeña,1,Comercio,0,0,1.4166666666666667,0
1762,2,14.0,,27/11/2024 5:09:18 p. m.,2,1,3.0,1.0,,0,0,0,0,100,4,3,3,4,3,3,4,1,3,3,3,1,,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5,5,1,30,4,14,Primera Línea Metro,Micro,1,Comercio,0,0,2.9166666666666665,0
1763,2,14.0,,27/11/2024 5:26:09 p. m.,2,1,2.0,2.0,,0,0,100,0,0,1,2,3,4,3,4,3,1,3,2,3,3,3.0,5,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,36,5,14,Primera Línea Metro,Micro,1,Comercio,1,0,2.6666666666666665,0
1764,2,14.0,,27/11/2024 5:34:54 p. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,1,3,4,2,2,1,3,3,1,2,3,,5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,2,20,4,14,Primera Línea Metro,Pequeña,1,Comercio,1,0,2.1666666666666665,0
1765,2,9.0,,28/11/2024 9:37:20 a. m.,2,1,3.0,,,0,0,0,0,100,3,3,3,3,3,3,3,3,3,3,3,3,5.0,4,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,1,41,5,9,Primera Línea Metro,Micro,1,Comercio,1,1,3.0,0
1766,2,9.0,,28/11/2024 9:43:58 a. m.,3,2,3.0,2.0,,0,0,100,0,0,1,1,1,1,1,1,1,2,2,3,1,1,3.0,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,2,53,2,9,Primera Línea Metro,Pequeña,1,Servicio,1,1,1.3333333333333333,0
1767,2,9.0,,28/11/2024 9:48:14 a. m.,2,2,2.0,1.0,1.0,0,0,50,0,50,1,5,5,3,1,1,1,1,2,5,1,4,3.0,4,2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,2,30,4,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,2.5,0
1768,2,9.0,,28/11/2024 10:18:00 a. m.,2,1,3.0,,1.0,0,0,0,0,100,1,1,1,1,1,1,1,1,1,1,1,4,1.0,3,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,4,1,30,4,9,Primera Línea Metro,Micro,1,Comercio,1,1,1.25,0
1769,2,9.0,,28/11/2024 9:52:10 a. m.,2,1,7.0,3.0,2.0,10,30,50,0,10,1,1,3,1,1,1,1,1,4,2,1,2,4.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,5,4,5,1,37,3,9,Primera Línea Metro,Micro,1,Comercio,1,1,1.5833333333333333,0
1770,2,9.0,,28/11/2024 10:42:43 a. m.,2,2,3.0,,1.0,0,0,0,0,100,1,1,5,1,3,5,1,1,3,2,1,5,5.0,5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,19,3,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,2.4166666666666665,0
1771,2,9.0,,28/11/2024 10:44:31 a. m.,2,2,1.0,1.0,,0,0,0,100,0,3,3,4,1,4,3,3,3,4,3,1,5,4.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,2,39,3,9,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.0833333333333335,0
1772,2,14.0,,28/11/2024 11:17:29 a. m.,2,3,3.0,1.0,2.0,100,0,0,0,0,3,4,3,5,4,3,1,1,4,3,1,4,5.0,2,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,18,3,14,Primera Línea Metro,Mediana,1,Comercio,0,1,3.0,0
1773,2,9.0,,28/11/2024 11:22:20 a. m.,2,2,1.0,,,0,0,100,0,0,1,1,1,1,3,3,1,3,1,1,2,4,5.0,3,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,5,1,55,2,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,1.8333333333333333,0
1774,2,9.0,,28/11/2024 11:08:24 a. m.,3,2,2.0,1.0,,0,0,0,50,50,1,1,3,3,1,2,1,3,1,2,1,2,4.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,38,5,9,Primera Línea Metro,Pequeña,1,Servicio,0,1,1.75,0
1775,2,9.0,,28/11/2024 11:28:33 a. m.,2,1,4.0,2.0,1.0,0,50,50,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4.0,1,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,4,4,2,59,4,9,Primera Línea Metro,Micro,1,Comercio,1,0,1.0,0
1776,2,9.0,,28/11/2024 10:53:22 a. m.,2,1,2.0,2.0,,0,0,100,0,0,1,1,5,1,1,1,1,1,1,1,1,1,5.0,5,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,5,1,2,35,6,9,Primera Línea Metro,Micro,1,Comercio,1,1,1.3333333333333333,0
1777,2,14.0,,28/11/2024 11:40:01 a. m.,2,3,3.0,3.0,1.0,0,0,100,0,0,2,4,4,3,5,4,4,4,4,3,3,4,4.0,4,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,2,27,4,14,Primera Línea Metro,Mediana,1,Comercio,0,0,3.6666666666666665,0
1778,2,14.0,,28/11/2024 11:30:11 a. m.,2,3,5.0,3.0,4.0,0,0,100,0,0,2,3,4,2,1,2,2,1,2,3,2,4,,4,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,4,3,3,1,30,4,14,Primera Línea Metro,Mediana,1,Comercio,1,0,2.3333333333333335,0
1779,2,9.0,,28/11/2024 11:46:57 a. m.,3,2,2.0,2.0,,0,0,50,50,0,2,1,2,2,3,2,2,3,3,2,2,2,2.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,3,4,2,2,36,3,9,Primera Línea Metro,Pequeña,1,Servicio,0,1,2.1666666666666665,0
1780,2,14.0,,28/11/2024 12:04:20 p. m.,2,2,2.0,1.0,,0,0,50,0,50,2,2,3,4,2,3,3,1,2,2,3,3,,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,54,4,14,Primera Línea Metro,Pequeña,1,Comercio,1,0,2.5,0
1781,2,14.0,,28/11/2024 12:03:39 p. m.,2,1,2.0,1.0,,0,0,50,0,50,1,1,2,1,4,1,1,1,5,2,1,1,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,5,5,2,49,4,14,Primera Línea Metro,Micro,1,Comercio,0,0,1.75,0
1782,2,9.0,,28/11/2024 11:58:56 a. m.,2,2,1.0,,,0,0,100,0,0,1,1,5,5,4,5,5,2,3,2,3,3,4.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3,1,1,67,2,9,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.25,0
1783,2,14.0,,28/11/2024 12:25:19 p. m.,2,1,3.0,,,0,20,80,0,0,3,1,3,3,3,3,3,3,3,3,1,3,,4,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,25,3,14,Primera Línea Metro,Micro,1,Comercio,0,0,2.6666666666666665,0
1784,2,14.0,,28/11/2024 12:31:01 p. m.,3,3,9.0,4.0,1.0,0,0,0,50,50,3,4,5,4,4,4,5,4,5,3,3,4,4.0,1,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,2,23,4,14,Primera Línea Metro,Mediana,1,Servicio,0,0,4.0,0
1785,2,9.0,,28/11/2024 12:30:48 p. m.,2,2,1.0,,,0,100,0,0,0,1,1,3,2,3,1,1,1,1,1,1,1,1.0,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,5,1,38,3,9,Primera Línea Metro,Pequeña,1,Comercio,1,1,1.4166666666666667,0
1786,2,9.0,,28/11/2024 12:31:19 p. m.,2,1,5.0,1.0,2.0,0,60,40,0,0,4,4,4,4,4,4,4,4,4,4,4,5,5.0,2,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,5,5,2,45,5,9,Primera Línea Metro,Micro,1,Comercio,0,0,4.083333333333333,0
